USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  2.5  0.3  23156 14136 ?        Ss   19:16   0:02 /sbin/init splash
kali        2131  0.0  0.1   9476  5100 ?        S    19:16   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
root        2154  0.0  0.0      0     0 ?        I<   19:16   0:00 [kworker/u517:3-ttm]
kali        2171  0.0  0.1 236068  7472 ?        Sl   19:16   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
kali        2186  0.0  0.4 654744 17772 ?        Sl   19:16   0:00 /usr/libexec/gnome-shell-calendar-server
kali        2204  0.2  2.2 843352 89608 ?        Ssl  19:16   0:00 /usr/libexec/evolution-source-registry
kali        2207  0.0  0.6 2737196 27224 ?       Sl   19:16   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
kali        2214  0.1  0.3 398644 13344 ?        Ssl  19:16   0:00 /usr/bin/ibus-daemon --panel disable
kali        2216  0.0  0.1 392552  7064 ?        Ssl  19:16   0:00 /usr/libexec/gsd-a11y-settings
kali        2220  0.0  0.5 422372 21528 ?        Ssl  19:16   0:00 /usr/libexec/gsd-color
kali        2223  0.0  0.3 440708 12588 ?        Ssl  19:16   0:00 /usr/libexec/gsd-datetime
kali        2224  0.0  0.2 467908  8184 ?        Ssl  19:16   0:00 /usr/libexec/gsd-housekeeping
kali        2229  0.0  0.5 421216 20836 ?        Ssl  19:16   0:00 /usr/libexec/gsd-keyboard
kali        2231  0.0  0.6 750968 26352 ?        Ssl  19:16   0:00 /usr/libexec/gsd-media-keys
kali        2234  0.0  0.6 606624 25032 ?        Ssl  19:16   0:00 /usr/libexec/gsd-power
kali        2241  0.0  0.2 332468 11764 ?        Ssl  19:16   0:00 /usr/libexec/gsd-print-notifications
kali        2246  0.0  0.1 540104  7252 ?        Ssl  19:16   0:00 /usr/libexec/gsd-rfkill
kali        2250  0.0  0.1 318400  6400 ?        Ssl  19:16   0:00 /usr/libexec/gsd-screensaver-proxy
kali        2251  0.0  0.3 552224 11996 ?        Ssl  19:16   0:00 /usr/libexec/gsd-sharing
kali        2252  0.0  0.2 468584  8552 ?        Ssl  19:16   0:00 /usr/libexec/gsd-smartcard
kali        2254  0.0  0.2 402672 10248 ?        Ssl  19:16   0:00 /usr/libexec/gsd-sound
kali        2255  0.0  0.5 495916 21416 ?        Ssl  19:16   0:00 /usr/libexec/gsd-wacom
kali        2259  0.0  0.1 305624  7468 ?        Sl   19:16   0:00 /usr/libexec/gsd-disk-utility-notify
kali        2270  0.2  2.9 1040252 115596 ?      Sl   19:16   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
kali        2331  0.0  0.2 472164 11528 ?        Ssl  19:16   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
kali        2353  0.0  0.3 425044 15148 ?        Sl   19:16   0:00 /usr/libexec/gsd-printer
kali        2398  0.0  0.1 318604  6808 ?        Ssl  19:16   0:00 /usr/libexec/gvfs-mtp-volume-monitor
kali        2421  0.0  0.1 319428  7484 ?        Sl   19:16   0:00 /usr/libexec/ibus-dconf
kali        2422  1.0  0.7 430836 30568 ?        Sl   19:16   0:00 /usr/libexec/ibus-extension-gtk3
kali        2426  0.0  0.1 319268  7360 ?        Sl   19:16   0:00 /usr/libexec/ibus-portal
kali        2443  0.0  0.1 318612  6760 ?        Ssl  19:16   0:00 /usr/libexec/gvfs-goa-volume-monitor
kali        2453  0.0  0.6 555624 24532 ?        Sl   19:16   0:00 /usr/libexec/goa-daemon
kali        2463  0.0  0.2 471836  9720 ?        Sl   19:16   0:00 /usr/libexec/goa-identity-service
kali        2472  0.0  0.6 899716 25296 ?        Ssl  19:16   0:00 /usr/libexec/evolution-calendar-factory
kali        2474  0.0  0.2 398216  8376 ?        Ssl  19:16   0:00 /usr/libexec/gvfs-afc-volume-monitor
kali        2480  0.0  0.1 319572  7072 ?        Ssl  19:16   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
kali        2488  0.1  2.1 256040 83760 ?        S    19:16   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.B4BK42 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
kali        2499  0.1  0.9 834796 36788 ?        Ssl  19:16   0:00 /usr/libexec/evolution-addressbook-factory
kali        2536  0.0  0.1 245732  7500 ?        Sl   19:16   0:00 /usr/libexec/ibus-engine-simple
kali        2557  0.0  0.1 230232  5964 ?        Ssl  19:16   0:00 /usr/libexec/dconf-service
kali        2566  0.0  0.1 245184  6756 ?        Ssl  19:16   0:00 /usr/libexec/gvfsd-metadata
kali        2567  0.0  0.2 618444  9600 ?        Sl   19:16   0:00 /usr/libexec/gvfsd-trash --spawner :1.19 /org/gtk/gvfs/exec_spaw/0
kali        2579  0.0  0.3  39128 11904 ?        Ss   19:16   0:00 /snap/snapd-desktop-integration/253/usr/bin/snapd-desktop-integration
kali        2648  0.1  0.7 429740 31096 ?        Sl   19:16   0:00 /snap/snapd-desktop-integration/253/usr/bin/snapd-desktop-integration
kali        2652  0.0  0.6 2745312 27364 ?       Sl   19:16   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
kali        2681  0.1  0.7 818216 30772 ?        SNsl 19:16   0:00 /usr/libexec/tracker-miner-fs-3
kali        2693  0.1  2.0 650012 80448 ?        Ssl  19:16   0:00 /usr/libexec/gsd-xsettings
kali        2696  0.0  0.3 710572 14684 ?        Ssl  19:16   0:00 /usr/libexec/xdg-desktop-portal
kali        2705  0.1  2.2 1021092 88148 ?       Ssl  19:16   0:00 /usr/libexec/xdg-desktop-portal-gnome
root        2716  0.0  0.0      0     0 ?        I<   19:16   0:00 [kworker/u516:3-ttm]
root        2733  0.0  0.0      0     0 ?        I<   19:16   0:00 [kworker/u517:4-ttm]
kali        2747  0.3  1.8 3264888 73248 ?       Sl   19:16   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
kali        2783  0.0  0.6 276460 25572 ?        Sl   19:16   0:00 /usr/libexec/ibus-x11
kali        2794  0.0  2.1 730316 86720 ?        Sl   19:16   0:00 /usr/libexec/mutter-x11-frames
kali        2805  0.0  0.6 427216 26876 ?        Ssl  19:16   0:00 /usr/libexec/xdg-desktop-portal-gtk
root        2902  0.0  0.0      0     0 ?        S    19:17   0:00 [scsi_eh_33]
root        2903  0.0  0.0      0     0 ?        I<   19:17   0:00 [kworker/R-scsi_tmf_33]
root        2905  1.1  0.0      0     0 ?        S    19:17   0:00 [usb-storage]
root        2908  0.0  0.0      0     0 ?        I<   19:17   0:00 [kworker/R-uas]
kali        2944  2.0  4.7 1568320 186756 ?      Sl   19:17   0:00 /usr/bin/nautilus --gapplication-service
kali        2969  0.0  0.2 323500  8868 ?        Sl   19:17   0:00 /usr/libexec/gvfsd-recent --spawner :1.19 /org/gtk/gvfs/exec_spaw/1
root        2991  0.0  0.0      0     0 ?        I<   19:17   0:00 [kworker/u516:4-ttm]
root        2992  0.0  0.0      0     0 ?        I<   19:17   0:00 [kworker/u516:5-ttm]
kali        2993  2.5  1.7 645684 67524 ?        Ssl  19:17   0:00 /usr/libexec/gnome-terminal-server
kali        3000  0.0  0.1  19832  5308 pts/0    Ss   19:17   0:00 bash
kali        3010  0.2  0.6 574788 27316 ?        Sl   19:17   0:00 /usr/bin/update-notifier
root        3058  0.0  0.1  28440  7744 pts/0    S+   19:17   0:00 sudo ./auto_collect.sh
root        3059  0.0  0.0  28440  2724 pts/1    Ss   19:18   0:00 sudo ./auto_collect.sh
root        3060  0.0  0.0   2800  1852 pts/1    S+   19:18   0:00 /bin/sh ./auto_collect.sh
root        3062  0.0  0.0  18616  3648 pts/1    S+   19:18   0:00 bash collect_ubuntu_debian.sh
root        3074  0.0  0.1  32240  7556 ?        S    19:18   0:00 (udev-worker)
root        3116  0.0  0.1  22424  4788 pts/1    R+   19:18   0:00 ps aux
