USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.2  0.3  23360 14576 ?        Ss   23:05   0:05 /sbin/init splash
_rpc        3364  0.0  0.1   7968  4024 ?        Ss   23:07   0:00 /sbin/rpcbind -f -w
root        3950  0.0  0.0      0     0 ?        I<   23:07   0:00 [kworker/R-rpciod]
root        3951  0.0  0.0      0     0 ?        I<   23:07   0:00 [kworker/R-xprtiod]
root        4116  0.0  0.0   5428  3676 ?        Ss   23:07   0:00 /usr/sbin/fsidd
root        4120  0.0  0.0   5140  1688 ?        Ss   23:07   0:00 /usr/sbin/blkmapd
statd       4129  0.0  0.0   4616  2064 ?        Ss   23:07   0:00 /usr/sbin/rpc.statd
root        4134  0.0  0.0   5600  3088 ?        Ss   23:07   0:00 /usr/sbin/nfsdcld
root        4572  0.0  0.0      0     0 ?        I    23:12   0:00 [kworker/u513:0-events_unbound]
root        4625  0.0  0.0      0     0 ?        I<   23:15   0:00 [kworker/u516:9-ttm]
root        4627  0.0  0.0      0     0 ?        I<   23:15   0:00 [kworker/u516:11-ttm]
root        4654  0.0  0.0      0     0 ?        I    23:16   0:00 [kworker/1:2-events]
kali        4685  0.0  0.1  19700  5280 pts/1    Ss+  23:18   0:00 bash
root        4732  0.0  0.0      0     0 ?        I<   23:19   0:00 [kworker/R-nfsiod]
root        4804  0.0  0.0   3008  2380 ?        Ss   23:23   0:00 /usr/sbin/rpc.idmapd
root        4806  0.0  0.1  43884  4660 ?        Ss   23:23   0:00 /usr/sbin/rpc.mountd
root        4812  0.0  0.0      0     0 ?        I    23:23   0:00 [lockd]
root        4813  0.0  0.0      0     0 ?        I    23:23   0:00 [nfsd]
root        4814  0.0  0.0      0     0 ?        I    23:23   0:00 [nfsd]
root        4815  0.0  0.0      0     0 ?        I    23:23   0:00 [nfsd]
root        4816  0.0  0.0      0     0 ?        I    23:23   0:00 [nfsd]
root        4817  0.0  0.0      0     0 ?        I    23:23   0:00 [nfsd]
root        4818  0.0  0.0      0     0 ?        I    23:23   0:00 [nfsd]
root        4819  0.0  0.0      0     0 ?        I    23:23   0:00 [nfsd]
root        4820  0.0  0.0      0     0 ?        I    23:23   0:00 [nfsd]
root        4827  0.0  0.0      0     0 ?        I    23:24   0:00 [kworker/u514:0-flush-8:0]
root        4834  0.0  1.0 561624 40804 ?        Ssl  23:24   0:00 /usr/libexec/fwupd/fwupd
root        4849  0.0  0.0      0     0 ?        I<   23:24   0:00 [kworker/u517:0-ttm]
root        4859  0.0  0.0      0     0 ?        I    23:24   0:00 [NFSv4 callback]
kali        4872  0.0  0.1  19700  5276 pts/2    Ss+  23:25   0:00 bash
root        4894  0.0  0.0      0     0 ?        I    23:28   0:00 [kworker/1:3-mld]
root        4897  0.0  0.6 101740 26052 ?        Ss   23:28   0:00 /usr/sbin/smbd --foreground --no-process-group
root        4900  0.0  0.1  99088  6668 ?        S    23:28   0:00 smbd: notifyd .
root        4901  0.0  0.1  99104  6404 ?        S    23:28   0:00 smbd: cleanupd 
root        4909  0.0  0.0      0     0 ?        I    23:29   0:00 [kworker/u514:3-ext4-rsv-conversion]
root        5304  0.0  0.0      0     0 ?        S    23:29   0:00 [psimon]
root        5307  0.0  0.0      0     0 ?        I<   23:29   0:00 [kworker/u516:0-ttm]
root        5308  0.0  0.0      0     0 ?        I<   23:29   0:00 [kworker/u517:1-ttm]
root        5309  0.0  0.0      0     0 ?        I<   23:29   0:00 [kworker/u517:3-ttm]
root        5332  0.0  0.0      0     0 ?        I<   23:31   0:00 [kworker/R-cifsiod]
root        5333  0.0  0.0      0     0 ?        I<   23:31   0:00 [kworker/R-smb3decryptd]
root        5334  0.0  0.0      0     0 ?        I<   23:31   0:00 [kworker/R-cifsfileinfoput]
root        5335  0.0  0.0      0     0 ?        I<   23:31   0:00 [kworker/R-cifsoplockd]
root        5336  0.0  0.0      0     0 ?        I<   23:31   0:00 [kworker/R-deferredclose]
root        5337  0.0  0.0      0     0 ?        I<   23:31   0:00 [kworker/R-serverclose]
root        5338  0.0  0.0      0     0 ?        I<   23:31   0:00 [kworker/R-cfid_put_wq]
root        5339  0.0  0.0      0     0 ?        I<   23:31   0:00 [kworker/R-cifs-dfscache]
root        5341  0.0  0.0      0     0 ?        S    23:31   0:00 [cifsd]
root        5343  0.0  0.4 101916 16272 ?        S    23:31   0:00 smbd: client [127.0.0.1]
root        5365  0.0  0.0      0     0 ?        I<   23:32   0:00 [kworker/R-uas]
kali        5430  0.0  0.2 397232  8856 ?        Sl   23:32   0:00 /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
root        5496  0.0  0.0      0     0 ?        I<   23:32   0:00 [kworker/u516:1-ttm]
root        5497  0.0  0.0      0     0 ?        I<   23:32   0:00 [kworker/u516:2-ttm]
root        5498  0.0  0.0      0     0 ?        I<   23:32   0:00 [kworker/u516:3-ttm]
root        5499  0.0  0.0      0     0 ?        I<   23:32   0:00 [kworker/u517:4-ttm]
root        5500  0.0  0.0      0     0 ?        I<   23:32   0:00 [kworker/u516:4-ttm]
root        5501  0.0  0.0      0     0 ?        I<   23:32   0:00 [kworker/u517:5-ttm]
root        5502  0.0  0.0      0     0 ?        I<   23:32   0:00 [kworker/u516:5-ttm]
root        5573  0.0  0.0      0     0 ?        S    23:34   0:00 [scsi_eh_33]
root        5574  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/R-scsi_tmf_33]
root        5575  0.0  0.0      0     0 ?        S    23:34   0:00 [usb-storage]
root        5616  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:6-ttm]
root        5617  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:7-ttm]
root        5618  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:8-ttm]
root        5619  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:9-ttm]
root        5620  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:10-ttm]
root        5621  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:11-ttm]
root        5622  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:12-ttm]
root        5623  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:13-ttm]
root        5624  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:14-ttm]
root        5625  0.0  0.0      0     0 ?        I<   23:34   0:00 [kworker/u517:15-ttm]
root        5642  0.0  0.0      0     0 ?        I<   23:36   0:00 [kworker/u516:6-ttm]
root        5643  0.0  0.0      0     0 ?        I<   23:36   0:00 [kworker/u516:7-ttm]
root        5644  0.0  0.0      0     0 ?        I<   23:36   0:00 [kworker/u516:8-ttm]
root        5645  0.0  0.0      0     0 ?        I<   23:36   0:00 [kworker/u516:10-ttm]
root        5646  0.0  0.0      0     0 ?        I<   23:36   0:00 [kworker/u516:12-ttm]
root        5647  0.0  0.0      0     0 ?        I<   23:36   0:00 [kworker/u516:13-ttm]
root        5648  0.0  0.0      0     0 ?        I<   23:36   0:00 [kworker/u516:14-ttm]
root        5649  0.0  0.0      0     0 ?        I<   23:36   0:00 [kworker/u516:15-ttm]
kali        5651  0.0  0.1  19832  5188 pts/3    Ss   23:36   0:00 bash
root        5702  0.0  0.0  18028  2276 ?        Ss   23:37   0:00 /sbin/mount.ntfs-3g /dev/sdb1 /mnt -o rw
root        5747  0.0  0.0      0     0 ?        I    23:37   0:00 [kworker/0:1-cgwb_release]
root        5782  0.0  0.0      0     0 ?        I    23:38   0:00 [kworker/1:0-cgroup_destroy]
root        5832  0.0  0.0      0     0 ?        I    23:39   0:00 [kworker/u513:1-events_unbound]
root        6032  0.0  0.0      0     0 ?        I    23:40   0:00 [kworker/1:1-cgroup_destroy]
root        6035  0.0  0.0      0     0 ?        I<   23:40   0:00 [kworker/u517:16]
kali        6220  0.0  0.2 471340  9096 ?        Sl   23:40   0:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
kali        6227  0.0  0.6 615036 24784 ?        Sl   23:40   0:00 /usr/libexec/gvfsd-smb-browse --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
kali        6238  0.0  0.2 399548  9320 ?        Sl   23:40   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
root        6288  0.0  0.0      0     0 ?        I<   23:40   0:00 [kworker/u516:16]
root        6335  0.0  0.0      0     0 ?        I    23:40   0:00 [kworker/u514:1-events_unbound]
root        6580  0.0  0.1  28392  7424 pts/3    S+   23:42   0:00 sudo ./auto_collect.sh
root        6581  0.0  0.0  28392  2616 pts/4    Ss   23:42   0:00 sudo ./auto_collect.sh
root        6582  0.0  0.0   2800  1852 pts/4    S+   23:42   0:00 /bin/sh ./auto_collect.sh
root        6584  0.0  0.0  18616  3708 pts/4    S+   23:42   0:00 bash collect_ubuntu_debian.sh
root        6625  100  0.1  22428  4676 pts/4    R+   23:42   0:00 ps aux
